name,address,amenities,street,city,state,zipcode,minprice,maxprice,minbed,maxbed,building_type,date,Latitude,Longitude
Sunrise Bluffs,"1704 Nelms Dr, Austin, TX 78744",0,1704 Nelms Dr, Austin,TX,78744,999,1325,1,2,APT,2023-10-25 18:16:07,30.1955007,-97.7643571
Ascent at North Burnet,"1735 Rutland Dr, Austin, TX 78758",0,1735 Rutland Dr, Austin,TX,78758,1109,1234,1,0,APT,2023-10-25 18:16:07,30.3769155,-97.7110489
Aura Thirty2,"3233 Harmon Ave, Austin, TX 78705",0,3233 Harmon Ave, Austin,TX,78705,1481,3986,1,2,APT,2023-10-25 18:16:07,30.2908572,-97.7235516
San Paloma Apartments,"12501 Tech Ridge Blvd, Austin, TX 78753",0,12501 Tech Ridge Blvd, Austin,TX,78753,1000,1295,1,2,APT,2023-10-25 18:16:07,30.3980855,-97.6615063
SoCo on the Lake,"222 E Riverside Dr, Austin, TX 78704",0,222 E Riverside Dr, Austin,TX,78704,1379,2429,1,0,APT,2023-10-25 18:16:07,30.2558549,-97.742901
Ethos Apartments,"8001 S IH35, Austin, TX 78744",0,8001 S IH35, Austin,TX,78744,1229,4311,1,2,APT,2023-10-25 18:16:07,30.1762614,-97.7784116
Evolve @ Arboretum,"9500 Jollyville Rd, Austin, TX 78759",0,9500 Jollyville Rd, Austin,TX,78759,999,1499,1,2,APT,2023-10-25 18:16:07,30.386214,-97.7464447
Village Oaks,"10926 Jollyville Rd, Austin, TX 78759",0,10926 Jollyville Rd, Austin,TX,78759,1100,2380,1,2,APT,2023-10-25 18:16:07,30.4031845,-97.7492458
Sedona Springs,"4201 Monterey Oaks Blvd, Austin, TX 78749",0,4201 Monterey Oaks Blvd, Austin,TX,78749,1120,2160,1,2,APT,2023-10-25 18:16:07,30.2275028,-97.8326178
Windsor Ridge,"3001 Scofield Ridge Pky, Austin, TX 78727",0,3001 Scofield Ridge Pky, Austin,TX,78727,1450,2766,1,3,APT,2023-10-25 18:16:07,30.4293747,-97.69869369999999
Woodwillow Townhomes and Duplexes,"3601 Willow Springs Rd, Austin, TX 78704",0,3601 Willow Springs Rd, Austin,TX,78704,0,0,2,0,APT,2023-10-25 18:16:07,30.2252698,-97.75671609999999
502 North Apartments,"502 W Longspur Blvd, Austin, TX 78753",0,502 W Longspur Blvd, Austin,TX,78753,1275,1475,1,0,APT,2023-10-25 18:16:07,30.3673636,-97.6925018
Tramor at Oak Run,"1304 Summer Oak Dr, Austin, TX 78704",0,1304 Summer Oak Dr, Austin,TX,78704,1095,1765,1,2,APT,2023-10-25 18:16:07,30.2301992,-97.77787970000001
Alister Apartments,"1845 Burton Dr, Austin, TX 78741",0,1845 Burton Dr, Austin,TX,78741,1098,2047,1,0,APT,2023-10-25 18:16:07,30.2343007,-97.7297674
Landmark at Prescott Woods Apartment Homes,"2915 Aftonshire Way, Austin, TX 78748",0,2915 Aftonshire Way, Austin,TX,78748,1016,2181,1,2,APT,2023-10-25 18:16:07,30.1809395,-97.8392027
Soco at Alpine,"3508 Alpine Cir, Austin, TX 78704",0,3508 Alpine Cir, Austin,TX,78704,1175,1250,1,2,APT,2023-10-25 18:16:07,30.2294247,-97.7629561
Bridgehead,"6001 Shepherd Mountain Cv, Austin, TX 78730",0,6001 Shepherd Mountain Cv, Austin,TX,78730,1077,3829,1,2,APT,2023-10-25 18:16:07,30.3574356,-97.7956669
Chevy Chase Downs,"2504 Huntwick Dr, Austin, TX 78741",0,2504 Huntwick Dr, Austin,TX,78741,1019,1319,1,2,APT,2023-10-25 18:16:07,30.22359759999999,-97.7277944
Casa Hills @ 290,"1500 Reagan Hill Dr, Austin, TX 78752",0,1500 Reagan Hill Dr, Austin,TX,78752,1299,1359,1,2,APT,2023-10-25 18:16:07,30.3265072,-97.68923649999999
Bridge at Harris Ridge,"1501 E Howard Ln, Austin, TX 78753",0,1501 E Howard Ln, Austin,TX,78753,1030,0,1,3,APT,2023-10-25 18:16:07,30.4046242,-97.6421586
MAA Balcones Woods,"11215 Research Blvd, Austin, TX 78759",0,11215 Research Blvd, Austin,TX,78759,1013,2143,1,2,APT,2023-10-25 18:16:07,30.4110245,-97.7422856
The Beckett,"14011 FM 969, Austin, TX 78725",0,14011 FM 969, Austin,TX,78725,1217,0,1,2,APT,2023-10-25 18:16:07,30.2445251,-97.588972
Waters at Willow Run,"15433 FM 1325, Austin, TX 78728",0,15433 FM 1325, Austin,TX,78728,1184,1250,1,2,APT,2023-10-25 18:16:07,30.4609674,-97.69089029999999
Bell Four Points,"11210 FM 2222, Austin, TX 78730",0,11210 FM 2222, Austin,TX,78730,1230,2158,1,3,APT,2023-10-25 18:16:07,30.342276,-97.738962
Park Place at Loyola Apartments,"6200 Loyola Ln, Austin, TX 78724",0,6200 Loyola Ln, Austin,TX,78724,1302,0,1,2,APT,2023-10-25 18:16:07,30.3034425,-97.64876389999999
Estates at Norwood,"916 Norwood Park Blvd, Austin, TX 78753",0,916 Norwood Park Blvd, Austin,TX,78753,1209,0,1,2,APT,2023-10-25 18:16:07,30.3419933,-97.69462229999999
10x Living at Grandview,"6500 Champion Grandview Way, Austin, TX 78750",0,6500 Champion Grandview Way, Austin,TX,78750,1243,2376,1,2,APT,2023-10-25 18:16:07,30.36697869999999,-97.79178630000001
Tramor at Victory Place,"4100 Victory Dr, Austin, TX 78704",0,4100 Victory Dr, Austin,TX,78704,1125,1450,1,2,APT,2023-10-25 18:16:07,30.2337677,-97.79033659999999
Villas Del Sol,"1711 Rutland Dr, Austin, TX 78758",0,1711 Rutland Dr, Austin,TX,78758,1015,1225,1,0,APT,2023-10-25 18:16:07,30.3749988,-97.7121198
ThinkEast Apartments,"1143 Shady Ln, Austin, TX 78721",0,1143 Shady Ln, Austin,TX,78721,1228,0,1,2,APT,2023-10-25 18:16:07,30.2617792,-97.6888123
Mueller Square,"5005 Manor Rd, Austin, TX 78723",0,5005 Manor Rd, Austin,TX,78723,1149,1525,1,2,APT,2023-10-25 18:16:07,30.2970422,-97.686989
Acacia Cliffs,"7201 Hart Ln, Austin, TX 78731",0,7201 Hart Ln, Austin,TX,78731,963,1275,1,2,APT,2023-10-25 18:16:07,30.35575619999999,-97.7537218
The Jordan at Mueller,"2724 Philomena St, Austin, TX 78723",0,2724 Philomena St, Austin,TX,78723,959,1174,1,3,APT,2023-10-25 18:16:07,30.2988136,-97.6948884
Treehouse,"2501 Wickersham Ln, Austin, TX 78741",0,2501 Wickersham Ln, Austin,TX,78741,1026,1326,1,2,APT,2023-10-25 18:16:07,30.2246933,-97.7250023
ALMA Arboretum,"10001 N Capital of Texas Hwy, Austin, TX 78759",0,10001 N Capital of Texas Hwy, Austin,TX,78759,1250,0,1,0,APT,2023-10-25 18:16:07,30.3898552,-97.73596169999999
Villas de Sendero,"7020 Grand Canyon Dr, Austin, TX 78752",0,7020 Grand Canyon Dr, Austin,TX,78752,1097,0,1,4,APT,2023-10-25 18:16:07,30.3271718,-97.69522579999999
Northgate Hills,"9024 Northgate Blvd, Austin, TX 78758",0,9024 Northgate Blvd, Austin,TX,78758,1049,1319,1,2,APT,2023-10-25 18:16:07,30.3700777,-97.7174211
The Standard at Domain Northside Apartments,"11711 Domain Dr, Austin, TX 78758",0,11711 Domain Dr, Austin,TX,78758,1413,1936,1,2,APT,2023-10-25 18:16:07,30.4040752,-97.7218415
M Station,"2906 E Martin Luther King Jr Blvd, Austin, TX 78702",0,2906 E Martin Luther King Jr Blvd, Austin,TX,78702,912,1328,1,3,APT,2023-10-25 18:16:07,30.2832493,-97.7079633
Cardinal Point Apartments,"11015 Four Points Dr, Austin, TX 78726",0,11015 Four Points Dr, Austin,TX,78726,929,1114,1,3,APT,2023-10-25 18:16:07,30.3993113,-97.84697369999999
Southland Apartments,"2201 W William Cannon Dr, Austin, TX 78745",0,2201 W William Cannon Dr, Austin,TX,78745,1050,1150,1,2,APT,2023-10-25 18:16:07,30.2028446,-97.8095984
The Lakes at Renaissance Park,"14000 Renaissance Ct, Austin, TX 78728",0,14000 Renaissance Ct, Austin,TX,78728,954,2155,1,2,APT,2023-10-25 18:16:07,30.4371029,-97.6868999
Bartons Mill Apartments,"2121 Dickson Dr, Austin, TX 78704",0,2121 Dickson Dr, Austin,TX,78704,1240,1950,1,2,APT,2023-10-25 18:16:07,30.2469668,-97.7824885
Wildwood Apartments,"7610 Cameron Rd, Austin, TX 78752",0,7610 Cameron Rd, Austin,TX,78752,1059,4601,1,2,APT,2023-10-25 18:16:07,30.33177539999999,-97.688936
Hyde Park I & II,"4413 Speedway, Austin, TX 78751",0,4413 Speedway, Austin,TX,78751,1065,1095,1,2,APT,2023-10-25 18:16:07,30.3082256,-97.72830959999999
The Nightingale at Goodnight Ranch -55+Living,"5900 Charles Merle Dr, Austin, TX 78747",0,5900 Charles Merle Dr, Austin,TX,78747,950,1258,1,2,APT,2023-10-25 18:16:07,30.1571811,-97.75316040000001
Chalmers Courts South,"1638 E 2nd St, Austin, TX 78702",0,1638 E 2nd St, Austin,TX,78702,1077,1221,1,2,APT,2023-10-25 18:16:07,30.2595257,-97.72626699999999
Travis Flats,"5310 Helen St, Austin, TX 78751",0,5310 Helen St, Austin,TX,78751,1300,1450,1,2,APT,2023-10-25 18:16:07,30.3149112,-97.71307689999999
Tides at Mueller,"5700 Cameron Rd, Austin, TX 78723",0,5700 Cameron Rd, Austin,TX,78723,942,2238,1,2,APT,2023-10-25 18:16:07,30.31587979999999,-97.7026977
Trails at Vintage Creek,"7224 Northeast Dr, Austin, TX 78723",0,7224 Northeast Dr, Austin,TX,78723,954,0,1,3,APT,2023-10-25 18:16:07,30.321056,-97.68068
The Patten,"2239 Cromwell Cir, Austin, TX 78741",0,2239 Cromwell Cir, Austin,TX,78741,953,2180,1,2,APT,2023-10-25 18:16:07,30.2286658,-97.7184609
San Gabriel Square Apartments,"2212 San Gabriel St, Austin, TX 78705",0,2212 San Gabriel St, Austin,TX,78705,0,0,2,0,APT,2023-10-25 18:16:07,30.2866154,-97.7484276
Woodland Heights,"8312 N Interstate 35, Austin, TX 78753",0,8312 N Interstate 35, Austin,TX,78753,939,1159,1,2,APT,2023-10-25 18:16:07,30.3470288,-97.6965307
The Belmont,"9100 Brown Ln, Austin, TX 78754",0,9100 Brown Ln, Austin,TX,78754,928,1299,1,4,APT,2023-10-25 18:16:07,30.347268,-97.67439999999999
Talavera Lofts,"413 Navasota St, Austin, TX 78702",0,413 Navasota St, Austin,TX,78702,1030,0,1,3,APT,2023-10-25 18:16:07,30.2624806,-97.7289701
Barstow,"11700 Metric Blvd, Austin, TX 78758",0,11700 Metric Blvd, Austin,TX,78758,1000,1475,1,2,APT,2023-10-25 18:16:07,30.3963326,-97.70666759999999
Southwest Trails,"8405 Old Bee Cave Rd, Austin, TX 78735",0,8405 Old Bee Cave Rd, Austin,TX,78735,893,0,1,3,APT,2023-10-25 18:16:07,30.2496802,-97.8879123
Trails at the Park,"815 W Slaughter Ln, Austin, TX 78748",0,815 W Slaughter Ln, Austin,TX,78748,816,1122,1,3,APT,2023-10-25 18:16:07,30.1732201,-97.8065878
Ascent at Northgate,"1830 W Rundberg Ln, Austin, TX 78758",0,1830 W Rundberg Ln, Austin,TX,78758,1099,1275,1,2,APT,2023-10-25 18:16:07,30.3719836,-97.7147061
Pathways at Goodrich Place,"2126 Goodrich Ave, Austin, TX 78704",0,2126 Goodrich Ave, Austin,TX,78704,1076,1398,1,2,APT,2023-10-25 18:16:07,30.2484012,-97.7750068
The Falls on Bull Creek,"8527 N Capital Of Texas Hwy N, Austin, TX 78759",0,8527 N Capital Of Texas Hwy N, Austin,TX,78759,1094,1219,1,0,APT,2023-10-25 18:16:07,30.3867703,-97.7630622
The Loretta,"13649 Rutledge Spur, Austin, TX 78717",0,13649 Rutledge Spur, Austin,TX,78717,1030,1245,1,3,APT,2023-10-25 18:16:07,30.4773983,-97.78115869999999
River Valley,"810 E Slaughter Ln, Austin, TX 78744",0,810 E Slaughter Ln, Austin,TX,78744,1227,0,1,2,APT,2023-10-25 18:16:07,30.1602713,-97.7755866
Laurel Creek Apartments,"11704 N Lamar Blvd, Austin, TX 78753",0,11704 N Lamar Blvd, Austin,TX,78753,782,968,1,3,APT,2023-10-25 18:16:07,30.38697239999999,-97.6847478
Lakeline Station Apartments,"13635 Rutledge Spur, Austin, TX 78717",0,13635 Rutledge Spur, Austin,TX,78717,524,1109,1,3,APT,2023-10-25 18:16:07,30.4762703,-97.7808728
The Lady Bird - 55+ Living,"1320 Art Dilly Dr, Austin, TX 78702",0,1320 Art Dilly Dr, Austin,TX,78702,1038,1696,1,2,APT,2023-10-25 18:16:07,30.2527936,-97.7333714
Bluebonnet Preserve,"14708 Immanuel Rd, Pflugerville, TX 78660",0,14708 Immanuel Rd, Pflugerville,TX,78660,1275,1508,1,0,APT,2023-10-25 18:16:07,30.416472,-97.6228173
The Grand at Manor,"10700 Genome Dr, Manor, TX 78653",0,10700 Genome Dr, Manor,TX,78653,1388,2436,1,2,APT,2023-10-25 18:16:07,30.3505389,-97.56479189999999
Cypress Creek at Lakeline Apartment Homes,"2101 S Lakeline Blvd, Cedar Park, TX 78613",0,2101 S Lakeline Blvd, Cedar Park,TX,78613,1166,1287,1,2,APT,2023-10-25 18:16:07,30.4764972,-97.82330259999999
MAA Brushy Creek,"11300 W Parmer Ln W, Cedar Park, TX 78613",0,11300 W Parmer Ln W, Cedar Park,TX,78613,1258,2428,1,0,APT,2023-10-25 18:16:07,30.510898,-97.77436209999999
Muir Lake,"12600 Avery Ranch Blvd, Cedar Park, TX 78613",0,12600 Avery Ranch Blvd, Cedar Park,TX,78613,1275,1475,1,0,APT,2023-10-25 18:16:07,30.4837425,-97.8088542
Lakeline Crossing,"13010 Ridgeline Blvd, Cedar Park, TX 78613",0,13010 Ridgeline Blvd, Cedar Park,TX,78613,1218,2128,1,3,APT,2023-10-25 18:16:07,30.4734357,-97.8118496
Lakeside at La Frontera,"941 Hesters Crossing Rd, Round Rock, TX 78681",0,941 Hesters Crossing Rd, Round Rock,TX,78681,1160,1420,1,2,APT,2023-10-25 18:16:07,30.4838366,-97.68946969999999
Oxford at Santa Clara,"1701 S Heatherwilde Blvd, Pflugerville, TX 78660",0,1701 S Heatherwilde Blvd, Pflugerville,TX,78660,1135,1430,1,2,APT,2023-10-25 18:16:07,30.4303846,-97.6557011
Eastridge,"5501 Ross Rd, Del Valle, TX 78617",0,5501 Ross Rd, Del Valle,TX,78617,1270,1605,1,0,APT,2023-10-25 18:16:07,30.1727058,-97.6203601
Westwind,"1221 Chisholm Valley Dr, Round Rock, TX 78681",0,1221 Chisholm Valley Dr, Round Rock,TX,78681,1075,1295,1,2,APT,2023-10-25 18:16:07,30.488773,-97.6936309
Private bedroom in 3 bed/2 bath Home Unit C,"4908 Hawkhaven Ln, Austin, TX 78727",0,4908 Hawkhaven Ln, Austin,TX,78727,0,0,3,0,APT,2023-10-25 18:16:07,30.4256504,-97.72951280000001
Private bedroom in 5 bed/2 bath Home Unit E,"4501 Frontier Trail, Austin, TX 78745",0,4501 Frontier Trail, Austin,TX,78745,0,0,5,0,APT,2023-10-25 18:16:07,30.2300279,-97.79497479999999
Private bedroom in 2 bed/2.5 bath Home Unit B,"6204 Langham St, Austin, TX 78741",0,6204 Langham St, Austin,TX,78741,0,0,2,0,APT,2023-10-25 18:16:07,30.227164,-97.70330799999999
Private bedroom in 4 bed/4 bath Home Unit D,"1901 Crossing Pl, Austin, TX 78741",0,1901 Crossing Pl, Austin,TX,78741,0,0,4,0,APT,2023-10-25 18:16:07,30.2322435,-97.7167436
Private bedroom in 3 bed/2 bath Home Unit A,"1805 Haskell St, Austin, TX 78702",0,1805 Haskell St, Austin,TX,78702,0,0,3,0,APT,2023-10-25 18:16:07,30.2526362,-97.72744229999999
